PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
217,Set 3 - Third Party,THRID-PARTY,commons-dbcp-1.2.1.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-dbcp[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
218,Set 3 - Third Party,THRID-PARTY,commons-dbutils-1.0.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-dbutils[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
219,Set 3 - Third Party,THRID-PARTY,commons-digester.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-digester(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
220,Set 3 - Third Party,THRID-PARTY,commons-fileupload.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-fileupload(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
221,Set 3 - Third Party,THRID-PARTY,commons-httpclient-3.0-beta1.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-httpclient[-_](?:[\w\.-]+)?\.jar\b,Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,Yes,Yes,Requires Migration,No,No,Dual-HttpClient-Refactor
222,Set 3 - Third Party,THRID-PARTY,commons-lang-2.0.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-lang[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
223,Set 3 - Third Party,THRID-PARTY,commons-logging.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-logging(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
224,Set 3 - Third Party,THRID-PARTY,commons-mail-alpha.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-mail\-alpha(?:-[\w\.-]+)?\.jar\b,Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Replace-PreRelease
225,Set 3 - Third Party,THRID-PARTY,commons-net-1.1.0.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-net[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
226,Set 3 - Third Party,THRID-PARTY,commons-pool-1.2.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-pool[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
227,Set 3 - Third Party,THRID-PARTY,commons-validator.jar,Third-party library present in application lib folder (exploded project).,\bcommons\-validator(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
228,Set 3 - Third Party,THRID-PARTY,concurrent.jar,Third-party library present in application lib folder (exploded project).,\bconcurrent(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
229,Set 3 - Third Party,THRID-PARTY,core-3.4.1.jar,Third-party library present in application lib folder (exploded project).,\bcore[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
230,Set 3 - Third Party,THRID-PARTY,cos.jar,Third-party library present in application lib folder (exploded project).,\bcos(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
231,Set 3 - Third Party,THRID-PARTY,dhbcore.jar,Third-party library present in application lib folder (exploded project).,\bdhbcore(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
232,Set 3 - Third Party,THRID-PARTY,dom4j-1.5-rc1.jar,Third-party library present in application lib folder (exploded project).,\bdom4j[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
233,Set 3 - Third Party,THRID-PARTY,eddsa-0.3.0.jar,Third-party library present in application lib folder (exploded project).,\beddsa[-_](?:[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
234,Set 3 - Third Party,THRID-PARTY,EDU.jar,Third-party library present in application lib folder (exploded project).,\bEDU(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
235,Set 3 - Third Party,THRID-PARTY,ehcache-0.9.jar,Third-party library present in application lib folder (exploded project).,\behcache[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
236,Set 3 - Third Party,THRID-PARTY,fop.jar,Third-party library present in application lib folder (exploded project).,"(?:\bfop(?:-[\w\.-]+)?\.jar\b)|(?i)(?:<\s*groupId\s*>\s*org\.apache\.xmlgraphics\s*<\s*/\s*groupId\s*>[\s\S]{0,300}?<\s*artifactId\s*>\s*fop\s*<\s*/\s*artifactId\s*>|<\s*artifactId\s*>\s*fop\s*<\s*/\s*artifactId\s*>|\borg\.apache\.xmlgraphics\s*:\s*fop\b|\bfop\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review;POM
237,Set 3 - Third Party,THRID-PARTY,framework-1.3.2.jar,Third-party library present in application lib folder (exploded project).,\bframework[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
238,Set 3 - Third Party,THRID-PARTY,fscontext.jar,Third-party library present in application lib folder (exploded project).,\bfscontext(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
239,Set 3 - Third Party,THRID-PARTY,gel_ciom.jar,Third-party library present in application lib folder (exploded project).,\bgel_ciom(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
240,Set 3 - Third Party,THRID-PARTY,gel_epay_online.jar,Third-party library present in application lib folder (exploded project).,\bgel_epay_online(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
241,Set 3 - Third Party,THRID-PARTY,hibernate2.jar,Third-party library present in application lib folder (exploded project).,\bhibernate2(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
242,Set 3 - Third Party,THRID-PARTY,httpclient.jar,Third-party library present in application lib folder (exploded project).,\bhttpclient(?:-[\w\.-]+)?\.jar\b,Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,Yes,Yes,Requires Migration,No,No,Dual-HttpClient-Refactor
243,Set 3 - Third Party,THRID-PARTY,httpcore.jar,Third-party library present in application lib folder (exploded project).,\bhttpcore(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
244,Set 3 - Third Party,THRID-PARTY,ibmjcefips.jar,Third-party library present in application lib folder (exploded project).,\bibmjcefips(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
245,Set 3 - Third Party,THRID-PARTY,ibmjceprovider.jar,Third-party library present in application lib folder (exploded project).,\bibmjceprovider(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
246,Set 3 - Third Party,THRID-PARTY,ibmjsseprovider2.jar,Third-party library present in application lib folder (exploded project).,\bibmjsseprovider2(?:-[\w\.-]+)?\.jar\b,Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Crypto
247,Set 3 - Third Party,THRID-PARTY,itext-1.3.jar,Third-party library present in application lib folder (exploded project).,\bitext[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
248,Set 3 - Third Party,THRID-PARTY,jackson-annotations-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-annotations(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
249,Set 3 - Third Party,THRID-PARTY,jackson-core-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-core(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
250,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.1.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
251,Set 3 - Third Party,THRID-PARTY,jackson-databind-2.8.8.jar,Third-party library present in application lib folder (exploded project).,\bjackson\-databind(?:-[\w\.-]+)?\.jar\b,Medium,JSON Binding,Dual-runtime: upgrade Jackson to 2.15+ (Java 8 compatible) and keep modules aligned; validate on JDK 21.,Upgrade,Upgrade jackson-* modules together; run regression tests.,Medium,1.0,Yes,Yes,Safe,Yes,No,Dual-Jackson
252,Set 3 - Third Party,THRID-PARTY,jakarta-oro.jar,Third-party library present in application lib folder (exploded project).,\bjakarta\-oro(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
253,Set 3 - Third Party,THRID-PARTY,javacsv.jar,Third-party library present in application lib folder (exploded project).,\bjavacsv(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
254,Set 3 - Third Party,THRID-PARTY,javase-3.4.1.jar,Third-party library present in application lib folder (exploded project).,\bjavase[-_](?:[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
255,Set 3 - Third Party,THRID-PARTY,jaxen-core.jar,Third-party library present in application lib folder (exploded project).,\bjaxen\-core(?:-[\w\.-]+)?\.jar\b,Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
